Season,Round,Home Team,Away Team,Home Goals,Away Goals,Home FH Goals,Away FH Goals
18,21,Sampdoria,Fiorentina,3,1,1,0
18,21,Lazio,Chievo,5,1,2,1
18,21,Hellas Verona,Crotone,0,3,0,1
18,21,Sassuolo,Torino,1,1,0,1
18,21,Juventus,Genoa,1,0,1,0
18,3,Sampdoria,Roma,1,1,1,0
18,12,Lazio,Udinese,3,0,1,0
18,22,Chievo,Juventus,0,2,0,0
18,22,Sassuolo,Atalanta,0,3,0,1
18,22,Milan,Lazio,2,1,2,1
18,22,Roma,Sampdoria,0,1,0,0
18,22,Fiorentina,Hellas Verona,1,4,0,2
18,22,Torino,Benevento,3,0,3,0
18,22,Genoa,Udinese,0,1,0,0
18,22,Napoli,Bologna,3,1,2,1
18,22,Crotone,Cagliari,1,1,1,1
18,22,Spal,Inter,1,1,0,0
18,23,Inter,Crotone,1,1,1,0
18,23,Sampdoria,Torino,1,1,1,1
18,23,Atalanta,Chievo,1,0,0,0
18,23,Juventus,Sassuolo,7,0,4,0
18,23,Cagliari,Spal,2,0,1,0
18,23,Bologna,Fiorentina,1,2,1,1
18,23,Udinese,Milan,1,1,0,1
18,23,Hellas Verona,Roma,0,1,0,1
18,23,Benevento,Napoli,0,2,0,1
18,23,Lazio,Genoa,1,2,0,0
18,24,Fiorentina,Juventus,0,2,0,0
18,24,Napoli,Lazio,4,1,1,1
18,24,Crotone,Atalanta,1,1,0,0
18,24,Spal,Milan,0,4,0,1
18,24,Chievo,Genoa,0,1,0,0
18,24,Inter,Bologna,2,1,1,1
18,24,Roma,Benevento,5,2,1,1
18,24,Sampdoria,Hellas Verona,2,0,0,0
18,24,Torino,Udinese,2,0,1,0
18,24,Sassuolo,Cagliari,0,0,0,0
18,25,Chievo,Cagliari,2,1,0,0
18,25,Udinese,Roma,0,2,0,0
18,25,Genoa,Inter,2,0,1,0
18,25,Milan,Sampdoria,1,0,1,0
18,25,Atalanta,Fiorentina,1,1,1,1
18,25,Bologna,Sassuolo,2,1,1,1
18,25,Torino,Juventus,0,1,0,1
18,25,Napoli,Spal,1,0,1,0
18,25,Benevento,Crotone,3,2,1,1
18,25,Lazio,Hellas Verona,2,0,0,0
18,26,Inter,Benevento,2,0,0,0
18,26,Bologna,Genoa,2,0,0,0
18,26,Roma,Milan,0,2,0,0
18,26,Fiorentina,Chievo,1,0,1,0
18,26,Sampdoria,Udinese,2,1,1,0
18,26,Hellas Verona,Torino,2,1,1,0
18,26,Crotone,Spal,2,3,0,1
18,26,Sassuolo,Lazio,0,3,0,2
18,26,Cagliari,Napoli,0,5,0,2
18,27,Lazio,Juventus,0,1,0,0
18,27,Napoli,Roma,2,4,1,2
18,27,Spal,Bologna,1,0,0,0
18,28,Roma,Torino,3,0,0,0
18,28,Hellas Verona,Chievo,1,0,0,0
18,28,Inter,Napoli,0,0,0,0
18,28,Fiorentina,Benevento,1,0,1,0
18,28,Juventus,Udinese,2,0,1,0
18,28,Cagliari,Lazio,2,2,1,1
18,28,Bologna,Atalanta,0,1,0,0
18,28,Genoa,Milan,0,1,0,0
18,28,Crotone,Sampdoria,4,1,3,0
18,28,Sassuolo,Spal,1,1,1,1
18,26,Juventus,Atalanta,2,0,1,0
18,29,Udinese,Sassuolo,1,2,1,1
18,29,Spal,Juventus,0,0,0,0
18,29,Milan,Chievo,3,2,1,2
18,29,Sampdoria,Inter,0,5,0,4
18,29,Lazio,Bologna,1,1,1,1
18,29,Torino,Fiorentina,1,2,0,0
18,29,Napoli,Genoa,1,0,0,0
18,29,Hellas Verona,Atalanta,0,5,0,2
18,29,Crotone,Roma,0,2,0,1
18,29,Benevento,Cagliari,1,2,0,0
18,30,Chievo,Sampdoria,2,1,0,1
18,30,Inter,Hellas Verona,3,0,2,0
18,30,Fiorentina,Crotone,2,0,1,0
18,30,Atalanta,Udinese,2,0,0,0
18,30,Juventus,Milan,3,1,1,1
18,30,Cagliari,Torino,0,4,0,0
18,30,Bologna,Roma,1,1,1,0
18,30,Lazio,Benevento,6,2,1,1
18,30,Genoa,Spal,1,1,1,0
18,30,Sassuolo,Napoli,1,1,1,0
18,27,Atalanta,Sampdoria,1,2,0,1
18,27,Udinese,Fiorentina,0,2,0,1
18,27,Genoa,Cagliari,2,1,0,0
18,27,Chievo,Sassuolo,1,1,0,0
18,27,Milan,Inter,0,0,0,0
18,27,Torino,Crotone,4,1,3,0
18,27,Benevento,Hellas Verona,3,0,1,0
18,31,Roma,Fiorentina,0,2,0,2
18,31,Sampdoria,Genoa,0,0,0,0
18,31,Benevento,Juventus,2,4,1,2
18,31,Spal,Atalanta,1,1,1,0
18,31,Milan,Sassuolo,1,1,0,0
18,31,Udinese,Lazio,1,2,1,2
18,31,Torino,Inter,1,0,1,0
18,31,Napoli,Chievo,2,1,0,0
18,31,Hellas Verona,Cagliari,1,0,1,0
18,31,Crotone,Bologna,1,0,1,0
18,32,Chievo,Torino,0,0,0,0
18,32,Atalanta,Inter,0,0,0,0
18,32,Cagliari,Udinese,2,1,1,1
18,32,Genoa,Crotone,1,0,1,0
18,32,Milan,Napoli,0,0,0,0
18,32,Fiorentina,Spal,0,0,0,0
18,32,Juventus,Sampdoria,3,0,1,0
18,32,Bologna,Hellas Verona,2,0,1,0
18,32,Lazio,Roma,0,0,0,0
18,32,Sassuolo,Benevento,2,2,1,1
18,33,Inter,Cagliari,4,0,1,0
18,33,Roma,Genoa,2,1,1,0
18,33,Fiorentina,Lazio,3,4,2,2
18,33,Sampdoria,Bologna,1,0,0,0
18,33,Torino,Milan,1,1,0,1
18,33,Napoli,Udinese,4,2,1,1
18,33,Hellas Verona,Sassuolo,0,1,0,1
18,33,Crotone,Juventus,1,1,0,1
18,33,Benevento,Atalanta,0,3,0,1
18,33,Spal,Chievo,0,0,0,0
18,34,Milan,Benevento,0,1,0,1
18,34,Sassuolo,Fiorentina,1,0,1,0
18,34,Spal,Roma,0,3,0,1
18,34,Chievo,Inter,1,2,0,0
18,34,Atalanta,Torino,2,1,0,0
18,34,Juventus,Napoli,0,1,0,0
18,34,Cagliari,Bologna,0,0,0,0
18,34,Udinese,Crotone,1,2,1,1
18,34,Lazio,Sampdoria,4,0,2,0
18,34,Genoa,Hellas Verona,3,1,1,0
18,35,Inter,Juventus,2,3,0,1
18,35,Roma,Chievo,4,1,2,0
18,35,Fiorentina,Napoli,3,0,1,0
18,35,Atalanta,Genoa,3,1,2,0
18,35,Bologna,Milan,1,2,0,2
18,35,Sampdoria,Cagliari,4,1,3,0
18,35,Torino,Lazio,0,1,0,0
18,35,Hellas Verona,Spal,1,3,1,1
18,35,Crotone,Sassuolo,4,1,3,1
18,35,Benevento,Udinese,3,3,1,1
18,36,Milan,Hellas Verona,4,1,2,0
18,36,Juventus,Bologna,3,1,0,1
18,36,Chievo,Crotone,2,1,1,0
18,36,Cagliari,Roma,0,1,0,1
18,36,Udinese,Inter,0,4,0,3
18,36,Lazio,Atalanta,1,1,1,1
18,36,Genoa,Fiorentina,2,3,0,1
18,36,Napoli,Torino,2,2,1,0
18,36,Sassuolo,Sampdoria,1,0,0,0
18,36,Spal,Benevento,2,0,1,0
18,37,Inter,Sassuolo,1,2,0,1
18,37,Benevento,Genoa,1,0,0,0
18,37,Roma,Juventus,0,0,0,0
18,37,Fiorentina,Cagliari,0,1,0,1
18,37,Atalanta,Milan,1,1,0,0
18,37,Bologna,Chievo,1,2,1,0
18,37,Sampdoria,Napoli,0,2,0,0
18,37,Torino,Spal,2,1,0,1
18,37,Hellas Verona,Udinese,0,1,0,1
18,37,Crotone,Lazio,2,2,1,1
18,38,Juventus,Hellas Verona,2,1,0,0
18,38,Chievo,Benevento,1,0,0,0
18,38,Milan,Fiorentina,5,1,2,1
18,38,Cagliari,Atalanta,1,0,0,0
18,38,Udinese,Bologna,1,0,1,0
18,38,Lazio,Inter,2,3,2,1
18,38,Genoa,Torino,1,2,0,1
18,38,Napoli,Crotone,2,1,2,0
18,38,Sassuolo,Roma,0,1,0,1
18,38,Spal,Sampdoria,3,1,1,0
19,1,Chievo,Juventus,2,3,1,1
19,1,Lazio,Napoli,1,2,1,1
19,1,Parma Calcio,Udinese,2,2,1,0
19,1,Bologna,Spal,0,1,0,0
19,1,Empoli,Cagliari,2,0,1,0
19,1,Torino,Roma,0,1,0,0
19,1,Sassuolo,Inter,1,0,1,0
19,1,Atalanta,Frosinone,4,0,1,0
19,2,Juventus,Lazio,2,0,1,0
19,2,Napoli,Milan,3,2,0,1
19,2,Inter,Torino,2,2,2,0
19,2,Fiorentina,Chievo,6,1,2,0
19,2,Cagliari,Sassuolo,2,2,1,0
19,2,Udinese,Sampdoria,1,0,1,0
19,2,Genoa,Empoli,2,1,2,0
19,2,Frosinone,Bologna,0,0,0,0
19,2,Spal,Parma Calcio,1,0,0,0
19,2,Roma,Atalanta,3,3,1,3
19,3,Milan,Roma,2,1,1,0
19,3,Parma Calcio,Juventus,1,2,1,1
19,3,Bologna,Inter,0,3,0,0
19,3,Chievo,Empoli,0,0,0,0
19,3,Fiorentina,Udinese,1,0,0,0
19,3,Atalanta,Cagliari,0,1,0,1
19,3,Sampdoria,Napoli,3,0,2,0
19,3,Lazio,Frosinone,1,0,0,0
19,3,Torino,Spal,1,0,0,0
19,3,Sassuolo,Genoa,5,3,4,1
19,4,Inter,Parma Calcio,0,1,0,0
19,4,Napoli,Fiorentina,1,0,0,0
19,4,Frosinone,Sampdoria,0,5,0,1
19,4,Roma,Chievo,2,2,2,0
19,4,Juventus,Sassuolo,2,1,0,0
19,4,Cagliari,Milan,1,1,1,0
19,4,Udinese,Torino,1,1,1,0
19,4,Empoli,Lazio,0,1,0,0
19,4,Genoa,Bologna,1,0,0,0
19,4,Spal,Atalanta,2,0,0,0
19,1,Sampdoria,Fiorentina,1,1,0,1
19,5,Sassuolo,Empoli,3,1,1,1
19,5,Parma Calcio,Cagliari,2,0,1,0
19,5,Fiorentina,Spal,3,0,2,0
19,5,Sampdoria,Inter,0,1,0,0
19,5,Chievo,Udinese,0,2,0,0
19,5,Milan,Atalanta,2,2,1,0
19,5,Bologna,Roma,2,0,1,0
19,5,Lazio,Genoa,4,1,2,0
19,5,Torino,Napoli,1,3,0,2
19,5,Frosinone,Juventus,0,2,0,0
19,6,Inter,Fiorentina,2,1,1,0
19,6,Roma,Frosinone,4,0,3,0
19,6,Atalanta,Torino,0,0,0,0
19,6,Juventus,Bologna,2,0,2,0
19,6,Cagliari,Sampdoria,0,0,0,0
19,6,Udinese,Lazio,1,2,0,0
19,6,Genoa,Chievo,2,0,1,0
19,6,Napoli,Parma Calcio,3,0,1,0
19,6,Empoli,Milan,1,1,0,1
19,6,Spal,Sassuolo,0,2,0,0
19,7,Inter,Cagliari,2,0,1,0
19,7,Roma,Lazio,3,1,1,0
19,7,Juventus,Napoli,3,1,1,1
19,7,Chievo,Torino,0,1,0,0
19,7,Parma Calcio,Empoli,1,0,1,0
19,7,Fiorentina,Atalanta,2,0,0,0
19,7,Bologna,Udinese,2,1,1,1
19,7,Frosinone,Genoa,1,2,1,2
19,7,Sassuolo,Milan,1,4,0,1
19,7,Sampdoria,Spal,2,1,1,1
19,8,Torino,Frosinone,3,2,1,0
19,8,Cagliari,Bologna,2,0,1,0
19,8,Udinese,Juventus,0,2,0,2
19,8,Empoli,Roma,0,2,0,1
19,8,Milan,Chievo,3,1,2,0
19,8,Atalanta,Sampdoria,0,1,0,0
19,8,Lazio,Fiorentina,1,0,1,0
19,8,Genoa,Parma Calcio,1,3,1,3
19,8,Napoli,Sassuolo,2,0,1,0
19,8,Spal,Inter,1,2,0,1
19,9,Roma,Spal,0,2,0,1
19,9,Juventus,Genoa,1,1,1,0
19,9,Udinese,Napoli,0,3,0,1
19,9,Chievo,Atalanta,1,5,0,2
19,9,Inter,Milan,1,0,0,0
19,9,Parma Calcio,Lazio,0,2,0,0
19,9,Fiorentina,Cagliari,1,1,0,0
19,9,Bologna,Torino,2,2,0,1
19,9,Frosinone,Empoli,3,3,1,1
19,9,Sampdoria,Sassuolo,0,0,0,0
19,10,Atalanta,Parma Calcio,3,0,0,0
19,10,Empoli,Juventus,1,2,1,0
19,10,Torino,Fiorentina,1,1,1,1
19,10,Milan,Sampdoria,3,2,2,2
19,10,Cagliari,Chievo,2,1,1,0
19,10,Genoa,Udinese,2,2,1,0
19,10,Napoli,Roma,1,1,0,1
19,10,Sassuolo,Bologna,2,2,1,1
19,10,Spal,Frosinone,0,3,0,1
19,10,Lazio,Inter,0,3,0,2
19,1,Milan,Genoa,2,1,1,0
19,11,Napoli,Empoli,5,1,2,0
19,11,Inter,Genoa,5,0,2,0
19,11,Fiorentina,Roma,1,1,1,0
19,11,Juventus,Cagliari,3,1,2,1
19,11,Chievo,Sassuolo,0,2,0,1
19,11,Parma Calcio,Frosinone,0,0,0,0
19,11,Bologna,Atalanta,1,2,1,0
19,11,Udinese,Milan,0,1,0,0
19,11,Sampdoria,Torino,1,4,0,2
19,11,Lazio,Spal,4,1,2,1
19,12,Frosinone,Fiorentina,1,1,0,0
19,12,Torino,Parma Calcio,1,2,1,2
19,12,Genoa,Napoli,1,2,1,0
19,12,Spal,Cagliari,2,2,1,0
19,12,Chievo,Bologna,2,2,2,1
19,12,Milan,Juventus,0,2,0,1
19,12,Roma,Sampdoria,4,1,1,0
19,12,Atalanta,Inter,4,1,1,0
19,12,Empoli,Udinese,2,1,1,0
19,12,Sassuolo,Lazio,1,1,1,1
19,13,Inter,Frosinone,3,0,1,0
19,13,Juventus,Spal,2,0,1,0
19,13,Udinese,Roma,1,0,0,0
19,13,Parma Calcio,Sassuolo,2,1,2,1
19,13,Bologna,Fiorentina,0,0,0,0
19,13,Lazio,Milan,1,1,0,0
19,13,Empoli,Atalanta,3,2,1,2
19,13,Genoa,Sampdoria,1,1,1,1
19,13,Napoli,Chievo,0,0,0,0
19,13,Cagliari,Torino,0,0,0,0
19,14,Fiorentina,Juventus,0,3,0,1
19,14,Sampdoria,Bologna,4,1,3,1
19,14,Spal,Empoli,2,2,1,2
19,14,Chievo,Lazio,1,1,1,0
19,14,Milan,Parma Calcio,2,1,0,0
19,14,Roma,Inter,2,2,0,1
19,14,Torino,Genoa,2,1,2,1
19,14,Frosinone,Cagliari,1,1,1,0
19,14,Sassuolo,Udinese,0,0,0,0
19,14,Atalanta,Napoli,1,2,0,1
19,15,Juventus,Inter,1,0,0,0
19,15,Cagliari,Roma,2,2,0,2
19,15,Lazio,Sampdoria,2,2,0,1
19,15,Napoli,Frosinone,4,0,2,0
19,15,Milan,Torino,0,0,0,0
19,15,Parma Calcio,Chievo,1,1,0,0
19,15,Udinese,Atalanta,1,3,1,1
19,15,Empoli,Bologna,2,1,1,1
19,15,Genoa,Spal,1,1,1,1
19,15,Sassuolo,Fiorentina,3,3,0,0
19,16,Inter,Udinese,1,0,0,0
19,16,Torino,Juventus,0,1,0,0
19,16,Roma,Genoa,3,2,2,2
19,16,Fiorentina,Empoli,3,1,1,1
19,16,Cagliari,Napoli,0,1,0,0
19,16,Sampdoria,Parma Calcio,2,0,0,0
19,16,Frosinone,Sassuolo,0,2,0,1
19,16,Spal,Chievo,0,0,0,0
19,16,Atalanta,Lazio,1,0,1,0
19,16,Bologna,Milan,0,0,0,0
19,17,Chievo,Inter,1,1,0,1
19,17,Milan,Fiorentina,0,1,0,0
19,17,Parma Calcio,Bologna,0,0,0,0
19,17,Juventus,Roma,1,0,1,0
19,17,Udinese,Frosinone,1,1,1,0
19,17,Lazio,Cagliari,3,1,2,0
19,17,Empoli,Sampdoria,2,4,1,1
19,17,Genoa,Atalanta,3,1,1,0
19,17,Napoli,Spal,1,0,1,0
19,17,Sassuolo,Torino,1,1,0,0
19,18,Inter,Napoli,1,0,0,0
19,18,Roma,Sassuolo,3,1,2,0
19,18,Fiorentina,Parma Calcio,0,1,0,1
19,18,Atalanta,Juventus,2,2,1,1
19,18,Cagliari,Genoa,1,0,1,0
19,18,Bologna,Lazio,0,2,0,1
19,18,Sampdoria,Chievo,2,0,0,0
19,18,Torino,Empoli,3,0,1,0
19,18,Frosinone,Milan,0,0,0,0
19,18,Spal,Udinese,0,0,0,0
19,19,Chievo,Frosinone,1,0,0,0
19,19,Milan,Spal,2,1,1,1
19,19,Parma Calcio,Roma,0,2,0,0
19,19,Juventus,Sampdoria,2,1,1,1
19,19,Udinese,Cagliari,2,0,1,0
19,19,Lazio,Torino,1,1,0,1
19,19,Empoli,Inter,0,1,0,0
19,19,Genoa,Fiorentina,0,0,0,0
19,19,Napoli,Bologna,3,2,1,1
19,19,Sassuolo,Atalanta,2,6,0,2
19,20,Inter,Sassuolo,0,0,0,0
19,20,Roma,Torino,3,2,2,0
19,20,Udinese,Parma Calcio,1,2,0,1
19,20,Fiorentina,Sampdoria,3,3,1,1
19,20,Cagliari,Empoli,2,2,1,0
19,20,Napoli,Lazio,2,1,2,0
19,20,Frosinone,Atalanta,0,5,0,2
19,20,Spal,Bologna,1,1,0,1
19,20,Juventus,Chievo,3,0,2,0
19,20,Genoa,Milan,0,2,0,0
19,21,Milan,Napoli,0,0,0,0
19,21,Sampdoria,Udinese,4,0,1,0
19,21,Sassuolo,Cagliari,3,0,2,0
19,21,Chievo,Fiorentina,3,4,1,2
19,21,Parma Calcio,Spal,2,3,1,0
19,21,Atalanta,Roma,3,3,1,3
19,21,Bologna,Frosinone,0,4,0,2
19,21,Lazio,Juventus,1,2,0,0
19,21,Torino,Inter,1,0,1,0
19,21,Empoli,Genoa,1,3,0,1
19,22,Juventus,Parma Calcio,3,3,1,0
19,22,Empoli,Chievo,2,2,1,2
19,22,Napoli,Sampdoria,3,0,2,0
19,22,Inter,Bologna,0,1,0,1
19,22,Roma,Milan,1,1,0,1
19,22,Udinese,Fiorentina,1,1,0,0
19,22,Genoa,Sassuolo,1,1,1,1
19,22,Spal,Torino,0,0,0,0
19,22,Cagliari,Atalanta,0,1,0,0
19,22,Frosinone,Lazio,0,1,0,1
19,23,Lazio,Empoli,1,0,1,0
19,23,Chievo,Roma,0,3,0,2
19,23,Parma Calcio,Inter,0,1,0,0
19,23,Fiorentina,Napoli,0,0,0,0
19,23,Milan,Cagliari,3,0,2,0
19,23,Atalanta,Spal,2,1,0,1
19,23,Bologna,Genoa,1,1,1,1
19,23,Sampdoria,Frosinone,0,1,0,1
19,23,Torino,Udinese,1,0,1,0
19,23,Sassuolo,Juventus,0,3,0,1
19,24,Juventus,Frosinone,3,0,2,0
19,24,Atalanta,Milan,1,3,1,1
19,24,Cagliari,Parma Calcio,2,1,0,1
19,24,Inter,Sampdoria,2,1,0,0
19,24,Udinese,Chievo,1,0,0,0
19,24,Empoli,Sassuolo,3,0,2,0
19,24,Genoa,Lazio,2,1,0,1
19,24,Napoli,Torino,0,0,0,0
19,24,Spal,Fiorentina,1,4,1,1
19,24,Roma,Bologna,2,1,0,0
19,25,Milan,Empoli,3,0,0,0
19,25,Torino,Atalanta,2,0,1,0
19,25,Frosinone,Roma,2,3,1,2
19,25,Chievo,Genoa,0,0,0,0
19,25,Parma Calcio,Napoli,0,4,0,2
19,25,Fiorentina,Inter,3,3,1,2
19,25,Bologna,Juventus,0,1,0,0
19,25,Sampdoria,Cagliari,1,0,0,0
19,25,Sassuolo,Spal,1,1,1,0
19,26,Cagliari,Inter,2,1,2,1
19,26,Milan,Sassuolo,1,0,1,0
19,26,Lazio,Roma,3,0,1,0
19,26,Empoli,Parma Calcio,3,3,1,2
19,26,Atalanta,Fiorentina,3,1,2,1
19,26,Udinese,Bologna,2,1,1,1
19,26,Torino,Chievo,3,0,0,0
19,26,Genoa,Frosinone,0,0,0,0
19,26,Napoli,Juventus,1,2,0,2
19,26,Spal,Sampdoria,1,2,0,2
19,27,Juventus,Udinese,4,1,2,0
19,27,Chievo,Milan,1,2,1,1
19,27,Parma Calcio,Genoa,1,0,0,0
19,27,Inter,Spal,2,0,0,0
19,27,Fiorentina,Lazio,1,1,0,1
19,27,Bologna,Cagliari,2,0,1,0
19,27,Sampdoria,Atalanta,1,2,0,0
19,27,Frosinone,Torino,1,2,1,0
19,27,Sassuolo,Napoli,1,1,0,0
19,27,Roma,Empoli,2,1,2,1
19,28,Cagliari,Fiorentina,2,1,0,0
19,28,Torino,Bologna,2,3,1,2
19,28,Sassuolo,Sampdoria,3,5,1,3
19,28,Spal,Roma,2,1,1,0
19,28,Milan,Inter,2,3,0,1
19,28,Atalanta,Chievo,1,1,0,1
19,28,Lazio,Parma Calcio,4,1,4,0
19,28,Empoli,Frosinone,2,1,2,0
19,28,Genoa,Juventus,2,0,0,0
19,28,Napoli,Udinese,4,2,2,2
19,29,Chievo,Cagliari,0,3,0,3
19,29,Juventus,Empoli,1,0,0,0
19,29,Udinese,Genoa,2,0,1,0
19,29,Sampdoria,Milan,1,0,1,0
19,29,Inter,Lazio,0,1,0,1
19,29,Parma Calcio,Atalanta,1,3,1,1
19,29,Roma,Napoli,1,4,1,1
19,29,Fiorentina,Torino,1,1,1,1
19,29,Bologna,Sassuolo,2,1,0,0
19,29,Frosinone,Spal,0,1,0,1
19,30,Milan,Udinese,1,1,1,0
19,30,Cagliari,Juventus,0,2,0,1
19,30,Roma,Fiorentina,2,2,1,1
19,30,Empoli,Napoli,2,1,1,1
19,30,Torino,Sampdoria,2,1,2,0
19,30,Genoa,Inter,0,4,0,2
19,30,Frosinone,Parma Calcio,3,2,2,1
19,30,Spal,Lazio,1,0,0,0
19,30,Atalanta,Bologna,4,1,4,0
19,30,Sassuolo,Chievo,4,0,2,0
19,31,Parma Calcio,Torino,0,0,0,0
19,31,Juventus,Milan,2,1,0,1
19,31,Sampdoria,Roma,0,1,0,0
19,31,Inter,Atalanta,0,0,0,0
19,31,Fiorentina,Frosinone,0,1,0,0
19,31,Cagliari,Spal,2,1,1,1
19,31,Udinese,Empoli,3,2,3,2
19,31,Lazio,Sassuolo,2,2,0,0
19,31,Napoli,Genoa,1,1,1,1
19,31,Bologna,Chievo,3,0,0,0
19,32,Milan,Lazio,1,0,0,0
19,32,Roma,Udinese,1,0,0,0
19,32,Spal,Juventus,2,1,0,1
19,32,Chievo,Napoli,1,3,0,1
19,32,Fiorentina,Bologna,0,0,0,0
19,32,Sampdoria,Genoa,2,0,1,0
19,32,Torino,Cagliari,1,1,0,0
19,32,Frosinone,Inter,1,3,0,2
19,32,Sassuolo,Parma Calcio,0,0,0,0
19,32,Atalanta,Empoli,0,0,0,0
19,25,Lazio,Udinese,2,0,2,0
19,33,Inter,Roma,1,1,0,1
19,33,Parma Calcio,Milan,1,1,0,0
19,33,Juventus,Fiorentina,2,1,1,1
19,33,Cagliari,Frosinone,1,0,1,0
19,33,Bologna,Sampdoria,3,0,0,0
19,33,Udinese,Sassuolo,1,1,0,1
19,33,Lazio,Chievo,1,2,0,0
19,33,Empoli,Spal,2,4,1,2
19,33,Genoa,Torino,0,1,0,0
19,33,Napoli,Atalanta,1,2,1,0
19,34,Inter,Juventus,1,1,1,0
19,34,Roma,Cagliari,3,0,2,0
19,34,Bologna,Empoli,3,1,0,1
19,34,Chievo,Parma Calcio,1,1,0,1
19,34,Sampdoria,Lazio,1,2,0,2
19,34,Torino,Milan,2,0,0,0
19,34,Frosinone,Napoli,0,2,0,1
19,34,Spal,Genoa,1,1,1,0
19,34,Fiorentina,Sassuolo,0,1,0,1
19,34,Atalanta,Udinese,2,0,0,0
19,35,Juventus,Torino,1,1,0,1
19,35,Chievo,Spal,0,4,0,1
19,35,Udinese,Inter,0,0,0,0
19,35,Parma Calcio,Sampdoria,3,3,1,2
19,35,Lazio,Atalanta,1,3,1,1
19,35,Empoli,Fiorentina,1,0,0,0
19,35,Genoa,Roma,1,1,0,0
19,35,Napoli,Cagliari,2,1,0,0
19,35,Sassuolo,Frosinone,2,2,0,2
19,35,Milan,Bologna,2,1,1,0
19,36,Fiorentina,Milan,0,1,0,1
19,36,Atalanta,Genoa,2,1,0,0
19,36,Cagliari,Lazio,1,2,0,1
19,36,Roma,Juventus,2,0,0,0
19,36,Sampdoria,Empoli,1,2,0,0
19,36,Torino,Sassuolo,3,2,0,1
19,36,Frosinone,Udinese,1,3,0,3
19,36,Spal,Napoli,1,2,0,0
19,36,Inter,Chievo,2,0,1,0
19,36,Bologna,Parma Calcio,4,1,0,0
19,37,Udinese,Spal,3,2,3,0
19,37,Genoa,Cagliari,1,1,0,1
19,37,Sassuolo,Roma,0,0,0,0
19,37,Chievo,Sampdoria,0,0,0,0
19,37,Milan,Frosinone,2,0,0,0
19,37,Parma Calcio,Fiorentina,1,0,0,0
19,37,Juventus,Atalanta,1,1,0,1
19,37,Empoli,Torino,4,1,1,0
19,37,Napoli,Inter,4,1,1,0
19,37,Lazio,Bologna,3,3,1,0
19,38,Bologna,Napoli,3,2,2,0
19,38,Frosinone,Chievo,0,0,0,0
19,38,Inter,Empoli,2,1,0,0
19,38,Roma,Parma Calcio,2,1,1,0
19,38,Fiorentina,Genoa,0,0,0,0
19,38,Atalanta,Sassuolo,3,1,1,1
19,38,Cagliari,Udinese,1,2,1,0
19,38,Sampdoria,Juventus,2,0,0,0
19,38,Torino,Lazio,3,1,0,0
19,38,Spal,Milan,2,3,1,2
20,1,Parma Calcio,Juventus,0,1,0,1
20,1,Fiorentina,Napoli,3,4,1,2
20,1,Roma,Genoa,3,3,2,2
20,1,Cagliari,Brescia,0,1,0,0
20,1,Udinese,Milan,1,0,0,0
20,1,Sampdoria,Lazio,0,3,0,1
20,1,Torino,Sassuolo,2,1,1,0
20,1,Hellas Verona,Bologna,1,1,1,1
20,1,Spal,Atalanta,2,3,2,1
20,1,Inter,Lecce,4,0,2,0
20,2,Bologna,Spal,1,0,0,0
20,2,Milan,Brescia,1,0,1,0
20,2,Juventus,Napoli,4,3,2,0
20,2,Atalanta,Torino,2,3,1,1
20,2,Lecce,Hellas Verona,0,1,0,0
20,2,Cagliari,Inter,1,2,0,1
20,2,Udinese,Parma Calcio,1,3,1,1
20,2,Lazio,Roma,1,1,0,1
20,2,Genoa,Fiorentina,2,1,1,0
20,2,Sassuolo,Sampdoria,4,1,3,0
20,3,Inter,Udinese,1,0,1,0
20,3,Fiorentina,Juventus,0,0,0,0
20,3,Napoli,Sampdoria,2,0,1,0
20,3,Parma Calcio,Cagliari,1,3,0,2
20,3,Roma,Sassuolo,4,2,4,0
20,3,Brescia,Bologna,3,4,3,1
20,3,Genoa,Atalanta,1,2,0,0
20,3,Hellas Verona,Milan,0,1,0,0
20,3,Spal,Lazio,2,1,0,1
20,3,Torino,Lecce,1,2,0,1
20,4,Cagliari,Genoa,3,1,0,0
20,4,Milan,Inter,0,2,0,0
20,4,Juventus,Hellas Verona,2,1,1,1
20,4,Udinese,Brescia,0,1,0,0
20,4,Atalanta,Fiorentina,2,2,0,1
20,4,Lecce,Napoli,1,4,0,2
20,4,Bologna,Roma,1,2,0,0
20,4,Sampdoria,Torino,1,0,0,0
20,4,Lazio,Parma Calcio,2,0,1,0
20,4,Sassuolo,Spal,3,0,2,0
20,5,Brescia,Juventus,1,2,1,1
20,5,Hellas Verona,Udinese,0,0,0,0
20,5,Inter,Lazio,1,0,1,0
20,5,Parma Calcio,Sassuolo,1,0,0,0
20,5,Roma,Atalanta,0,2,0,0
20,5,Fiorentina,Sampdoria,2,1,1,0
20,5,Genoa,Bologna,0,0,0,0
20,5,Napoli,Cagliari,0,1,0,0
20,5,Spal,Lecce,1,3,1,1
20,5,Torino,Milan,2,1,0,1
20,6,Juventus,Spal,2,0,1,0
20,6,Sampdoria,Inter,1,3,0,2
20,6,Sassuolo,Atalanta,1,4,0,4
20,6,Milan,Fiorentina,1,3,0,1
20,6,Lecce,Roma,0,1,0,0
20,6,Cagliari,Hellas Verona,1,1,1,0
20,6,Udinese,Bologna,1,0,1,0
